SMILES SOLUTE,SMILES Solvent 1,SMILES Solvent 2,Mole Fraction Solvent 1,Mole Fraction  Solvent 2,Density (g/mL),T (K),log(S),log(Xs),Reference (DOI),Comments,MW,pph(g/100g),DeltaGsolv
C[N+]([O-])=O,CCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.54
CO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.79
CCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.24
CCCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.03
CCCCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.72
CCCCCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.34
Oc1ccccc1,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.88
CCCCCCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.2
Cc1ccccc1O,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.45
CCCCCCCO,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.1
CC(O)=O,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.54
BrC(Br)Br,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.21
Oc1ccc(Br)cc1,BrC(Br)Br,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.49
COC(C)=O,CCCCCCCCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.35
CCOC(C)=O,CCCCCCCCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.97
CCCOC(C)=O,CCCCCCCCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.48
CCCCOC(C)=O,CCCCCCCCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.11
CCCCCOC(C)=O,CCCCCCCCBr,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.81
CCCCCCCC,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.45
c1ccccc1,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.39
Cc1ccccc1,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.5
CCc1ccccc1,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.46
CO,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.73
CCO,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.02
OCCO,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.69
CCCCO,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.03
C=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.49
CCC(C)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.12
CC(O)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.81
CCC(O)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.17
CCCC(O)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.66
CCCCC(O)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.02
CCCCCC(O)=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.75
CCN,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.5
CCCN,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.04
CCNCC,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.15
C[N+]([O-])=O,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.93
OO,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.94
O=C1NC=CC(=O)N1,CCCCO,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-16.05
CCCCCCCC,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.64
Cc1ccccc1,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.06
CCO,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.46
C1COCCO1,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.02
C=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-1.77
CCC(C)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.5
CC(O)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.88
CCC(O)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.05
CCCC(O)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.34
CCCCC(O)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.54
CCCCCC(O)=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.07
C[N+]([O-])=O,CCC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.24
c1ccc2ccccc2c1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.59
CO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.04
CCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.97
OCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.27
CCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.52
CCCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.23
CCCCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.78
Oc1ccccc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.96
CCCCCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.62
Cc1ccccc1O,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.9
Cc1cccc(O)c1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.44
Cc1ccc(O)cc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-9.28
CCCCCCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.14
CC(O)=O,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.11
CCCCOC(C)=O,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.52
c1ccncc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.31
Nc1ccccc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.3
Oc1ccc(Br)cc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-10.57
O,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.13
CCCCCCCCO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.17
Cc1ccc(N)cc1,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.81
OO,CCCCOC(C)=O,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.76
Oc1ccccc1,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.76
CCCC(C)=O,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.74
CCCCC(C)=O,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.31
CC(=O)C(C)(C)C,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.77
CCCCCC(C)=O,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.93
CCC(=O)OC,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.19
CCCCC(=O)OC,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.37
CCCCOC(C)=O,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.28
CCCCCC(=O)OC,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.09
CCCCc1ccccc1,CCCCc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.86
CCCCCCCC,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.68
Cc1ccccc1,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.39
CCO,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.72
Oc1ccccc1,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.27
C1COCCO1,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.67
CC(C)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.14
CCC(C)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.85
CC(O)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.98
COC(C)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.67
CCOC(C)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.08
CCCOC(C)=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.63
CCC[N+]([O-])=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.5
C[N+]([O-])=O,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.3
S=C=S,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.95
OO,S=C=S,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.14
CCCCCCCC,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.16
Cc1ccccc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.18
CO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.44
CCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.3
CCCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.82
CCCCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.31
CCCCCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.25
Oc1ccccc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.96
CCCCCCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.98
Cc1ccccc1O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.33
Cc1ccc(O)cc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.23
CCCCCCCO,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.78
C1COCCO1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.08
CC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.86
CCC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.47
CCCC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.29
CCCCC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.84
CC(=O)C(C)(C)C,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.25
CCCCCC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.46
CCC(O)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.38
COC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.0
CCC(=O)OC,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.55
CCOC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.63
CCCOC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.15
CCCCC(=O)OC,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.83
CCCCOC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.74
CCCCCOC(C)=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.49
CCN,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.73
CNC,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.75
CCCN,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.59
CN(C)C,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.82
Nc1ccccc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.72
Clc1ccccc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.66
Oc1ccc(Br)cc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-8.54
N,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-1.22
CN,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-2.16
C[N+]([O-])=O,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.32
Cc1ccc(N)cc1,Clc1ccccc1,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.54
CCCCCCCC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.25
C1CCCCC1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.45
c1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.64
Cc1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.48
CCc1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.84
Cc1ccccc1C,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.23
Cc1cccc(C)c1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.86
c1ccc2ccccc2c1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.89
CO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.32
CCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.94
OCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.98
CCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.41
CC(C)O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.28
CCCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.28
CC(C)(C)O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.48
CCCCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.9
Oc1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.14
CCCCCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.67
Cc1ccccc1O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.55
Cc1cccc(O)c1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.7
Cc1ccc(O)cc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.59
CCCCCCCO,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.53
C1COCCO1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.21
CCOCC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.32
COc1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.24
C=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,0.12
CC=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.65
O=Cc1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.09
CC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.42
CCC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.43
CC(=O)c1ccccc1,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.81
CC(O)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.74
CCC(O)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.37
CCCC(O)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.99
CCCCC(O)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.61
CCCCCC(O)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.51
COC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.9
CCC(=O)OC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.48
CCOC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.58
CCCOC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.35
CCCCC(=O)OC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.68
CCCCOC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-6.71
CCCCCC(=O)OC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.24
CCCCCOC(C)=O,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-7.36
CCN,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.02
CNC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.69
CCCN,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-4.73
CN(C)C,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-3.9
CCNCC,ClC(Cl)Cl,,1.0,0.0,,,,,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,,,-5.23
